host,target
ARPP21,PDS5A
ARPP21,CSF1
ARPP21,PTEN
ARPP21,SUZ12
ARPP21,LIN28A
ARPP21,NANOG
ARPP21,SNAI2
ARPP21,SREBF1
ARPP21,SREBF2
ARPP21,ABCA1
ARPP21,ABCG1
ARPP21,RXRA
ARPP21,FADD
ARPP21,SGPL1
ARPP21,DAZAP2
ARPP21,ZFHX3
ARPP21,PCTP
ARPP21,DYNLL2
ARPP21,DCAF7
ARPP21,ZNF148
ARPP21,NR1D2
ARPP21,SHOC2
ARPP21,AGTRAP
ARPP21,PLAGL2
ARPP21,PDK1
ARPP21,HNRNPF
ARPP21,PITHD1
ARPP21,KAT7
ARPP21,H3F3B
ARPP21,RGPD4
ARPP21,SNRNP27
ARPP21,PAIP2
ARPP21,CANX
ARPP21,EN2
ARPP21,SDE2
ARPP21,TP53INP1
ARPP21,HLA-DRA
ARPP21,NUS1
ARPP21,SP1
ARPP21,BAX
ARPP21,ISL1
ARPP21,MAPK14
ARPP21,RET
ARPP21,EPHB2
ARPP21,EPHB1
ARPP21,CDH6
ARPP21,TMEM167A
ARPP21,ZNF573
ARPP21,ILK
ARPP21,NDUFC2-KCTD14
ARPP21,TMEM68
ARPP21,GBA
ARPP21,AP3D1
ARPP21,TSEN54
ARPP21,LSM1
ARPP21,KIAA1191
ARPP21,FBLN5
ARPP21,MRPS27
ARPP21,AKR7A2
ARPP21,ZNF385A
ARPP21,ZFP36L1
ARPP21,ZFP1
ARPP21,WRN
ARPP21,WASL
ARPP21,USP46
ARPP21,TOR2A
ARPP21,TMEM91
ARPP21,TMED5
ARPP21,TGOLN2
ARPP21,TGFBR3
ARPP21,TBC1D2B
ARPP21,TAOK1
ARPP21,TAGLN2
ARPP21,STARD7
ARPP21,SRSF1
ARPP21,SFXN4
ARPP21,SETD3
ARPP21,RREB1
ARPP21,RAP1B
ARPP21,PSPC1
ARPP21,PPIF
ARPP21,COASY
ARPP21,PEG10
ARPP21,PDIA5
ARPP21,PDHX
ARPP21,NLN
ARPP21,BEX3
ARPP21,NAA50
ARPP21,LIN54
ARPP21,JMY
ARPP21,ITSN2
ARPP21,ITCH
ARPP21,HMGA1
ARPP21,GOLGA8B
ARPP21,FOXN2
ARPP21,ELL2
ARPP21,DYRK3
ARPP21,DGS2
ARPP21,DDX6
ARPP21,DDI2
ARPP21,CSRP2
ARPP21,CABLES1
ARPP21,APPBP2
ARPP21,APEX1
ARPP21,ANKRD40
ARPP21,AKIRIN1
ARPP21,TNPO1
ARPP21,SUCO
ARPP21,WDCP
ARPP21,ZBTB20
ARPP21,TSPYL1
ARPP21,SLC46A3
ARPP21,NEURL1B
ARPP21,HSPB8
ARPP21,GNG12
ARPP21,FAM84B
ARPP21,CHEK2
ARPP21,C6orf120
ARPP21,ARL5B
ARPP21,ADD1
ARPP21,HOXA10
ARPP21,FZD9
ARPP21,FBXO6
ARPP21,NCAPD2
ARPP21,TMBIM6
ARPP21,PPP1R14C
ARPP21,C15orf38-AP3S2
ARPP21,AP3S2
ARPP21,EIF5
ARPP21,PROX2
ARPP21,HAL
ARPP21,GPATCH11
ARPP21,KRTAP13-2
ARPP21,METTL8
ARPP21,MBL2
ARPP21,TIGD2
ARPP21,SLC1A4
ARPP21,TOMM40L
ARPP21,RNF152
ARPP21,TLNRD1
ARPP21,DDAH1
ARPP21,BCL2L15
ARPP21,UGCG
ARPP21,TPPP
ARPP21,HOXB3
ARPP21,EIF5A2
ARPP21,CCNK
ARPP21,CNNM4
ARPP21,SERTAD2
ARPP21,H3F3C
ARPP21,MYO1F
ARPP21,ZNF562
ARPP21,SLC26A2
ARPP21,IMP4
ARPP21,MPRIP
ARPP21,PRRG4
ARPP21,POPDC2
ARPP21,S1PR2
ARPP21,C11orf84
ARPP21,TMEM120B
ARPP21,R3HDM2
ARPP21,YWHAZ
ARPP21,TMEM192
ARPP21,OR7D2
ARPP21,CYP20A1
ARPP21,COX18
ARPP21,C17orf75
ARPP21,SERPING1
ARPP21,NR2F2
ARPP21,ZYG11B
ARPP21,ATP5A1
ARPP21,TIMM10
ARPP21,SLC6A17
ARPP21,KIN
ARPP21,ADAMTS5
ARPP21,HINT1
ARPP21,WDR55
ARPP21,SSR1
ARPP21,KREMEN1
ARPP21,MAPKAPK5
ARPP21,RILPL1
ARPP21,MOB3A
ARPP21,RBBP4
ARPP21,DARS
ARPP21,POLR1B
ARPP21,EMC3
ARPP21,TNFSF15
ARPP21,CCR4
ARPP21,ZNF329
ARPP21,TOPBP1
ARPP21,SRPRA
ARPP21,SOS1
ARPP21,RUNX1
ARPP21,NDST1
ARPP21,LNPEP
ARPP21,DBR1
ARPP21,CCDC36
ARPP21,ALG14
ARPP21,PKD1
ARPP21,DYNC2LI1
ARPP21,LOXL2
ARPP21,CCDC59
ARPP21,KBTBD11
ARPP21,RGS6
ARPP21,ZNF394
ARPP21,TP53INP2
ARPP21,PNKD
ARPP21,NECTIN4
ARPP21,SMAD2
ARPP21,CYP2C9
ARPP21,PFKL
ARPP21,SPTAN1
ARPP21,MTOR
ARPP21,IGF1
ARPP21,RICTOR
ARPP21,PIK3R1
ARPP21,LGALS3
ARPP21,SNAI1
ARPP21,ATPAF1
ARPP21,FRYL
ARPP21,GDF15
ARPP21,RETREG2
ARPP21,RNF187
ARPP21,SEC16A
ARPP21,VPS26B
ARPP21,WDTC1
ARPP21,ZBTB37
ARPP21,CCNT1
ARPP21,CREB5
ARPP21,DSC3
ARPP21,FLCN
ARPP21,GPI
ARPP21,IFITM1
ARPP21,MACC1
ARPP21,MCRIP2
ARPP21,NUP93
ARPP21,PROSER3
ARPP21,RABGAP1
ARPP21,SDK2
ARPP21,SFXN1
ARPP21,SSX2B
ARPP21,SSX2
ARPP21,TBC1D24
ARPP21,MPI
USP15,ZNF562
USP15,HAVCR1
USP15,ZMYM1
USP15,ZNF786
USP15,IL17RB
USP15,SDE2
USP15,RAB36
USP15,POM121C
USP15,TOR1AIP2
USP15,HSP90B1
USP15,CNBP
USP15,GPR107
USP15,BICD2
USP15,BCR
USP15,DLL4
USP15,FAM234A
USP15,CHST11
USP15,SLC25A45
USP15,AEN
USP15,GNB1
USP15,LCE1B
USP15,CASP16P
USP15,BTD
USP15,DENR
USP15,PTBP2
USP15,AGO2
USP15,CEP170B
USP15,LTBP4
USP15,TOMM40
USP15,VPS18
USP15,H2AFX
USP15,POLR3K
CLDN11,BCL7A
CLDN11,ARIH1
CLDN11,SETD5
CLDN11,ABT1
CLDN11,OGT
CLDN11,ZMYND11
CLDN11,ENTPD1
CLDN11,CCND2
CLDN11,PIP4K2C
CLDN11,AGO4
CLDN11,ACTR2
CLDN11,GABARAPL1
CLDN11,ATP1B3
CLDN11,EIF4H
CLDN11,BUB3
CLDN11,GDI1
CLDN11,ZNF646
CLDN11,TAF8
CLDN11,ZBTB4
CLDN11,ASAH2
CLDN11,GNL1
CLDN11,DDX39B
CLDN11,SAMD10
CLDN11,PIGP
CLDN11,GPR35
CLDN11,SRP14
CLDN11,PACSIN1
CLDN11,XPO4
CLDN11,WDTC1
CLDN11,UCK2
CLDN11,TXLNA
CLDN11,SSRP1
CLDN11,PHF19
CLDN11,MITF
CLDN11,M6PR
CLDN11,ERGIC2
CLDN11,CCDC6
CLDN11,CBX4
CLDN11,C8orf58
CLDN11,BHLHB9
CLDN11,BBC3
CLDN11,ABHD2
CLDN11,UCK1
CLDN11,PLAGL2
CLDN11,AIDA
CLDN11,YWHAZ
CLDN11,VAV3
CLDN11,SYPL1
CLDN11,KIF5B
CLDN11,HSPB8
CLDN11,MCTS1
CLDN11,DLC1
CLDN11,BCL2L13
CLDN11,TUBB2A
CLDN11,HIST1H3J
CLDN11,GPATCH8
CLDN11,SLC24A4
CLDN11,VGLL4
CLDN11,SRSF4
CLDN11,LUZP1
CLDN11,ZNF585B
CLDN11,ZNF853
CLDN11,EPHX4
CLDN11,MKKS
CLDN11,ZNF331
CLDN11,HOXA13
CLDN11,SOGA3
CLDN11,BAZ2A
CLDN11,TMCC1
CLDN11,TAF6
CLDN11,OSCAR
CLDN11,TRIM2
CLDN11,KMT2D
CLDN11,GSKIP
CLDN11,PODXL
CLDN11,SLC7A1
CLDN11,DCAF17
CLDN11,TIMM8A
CLDN11,ZNF678
CLDN11,RRP7A
CLDN11,LIN7C
CLDN11,PPP2CA
CLDN11,GRWD1
CLDN11,FOXO3
CLDN11,CORO1C
CLDN11,CHORDC1
CLDN11,ZNF391
CLDN11,NCKAP1
CLDN11,C11orf24
CLDN11,C11orf80
CLDN11,AHNAK2
CLDN11,PRKCA
CLDN11,R3HDM2
CLDN11,BGN
CLDN11,EPB41
CLDN11,TYW3
CLDN11,ZNF442
CLDN11,SPATA13
CLDN11,SOX17
CLDN11,SMUG1
CLDN11,C8orf82
CLDN11,TRIM66
CLDN11,FBXO36
CLDN11,CRTC3
CLDN11,ALPI
CLDN11,SLC35D2
CLDN11,USP37
CLDN11,NR4A3
CLDN11,ANKRD13A
CLDN11,ACY1
CLDN11,ABHD14A-ACY1
CLDN11,TRMT5
CLDN11,SPAG16
CLDN11,PAX1
CLDN11,RPS24
CLDN11,TMEM151A
CLDN11,STAC
CLDN11,TBC1D13
CLDN11,AP3S2
CLDN11,C15orf38-AP3S2
CLDN11,CHP1
CLDN11,FGF19
CLDN11,FMNL3
CLDN11,MIDN
CLDN11,MLEC
CLDN11,PHACTR4
CLDN11,PLXNB1
CLDN11,POLR2E
CLDN11,REXO1
CLDN11,SLC7A5
CLDN11,ZBTB46
CLDN11,BMP8A
CLDN11,HNRNPDL
CLDN11,MCM9
CLDN11,MEAF6
CLDN11,MYOM2
CLDN11,PPP1R16B
CLDN11,RILPL1
CLDN11,RPL23A
CLDN11,SLC12A8
CLDN11,SLC30A7
CLDN11,SRSF7
CLDN11,TXNDC15
CLDN11,WFDC8
CLDN11,CASTOR2
CLDN11,LANCL3
CLDN11,CYP46A1
CLDN11,MARVELD1
CLDN11,NCS1
CLDN11,DCAF7
CLDN11,BHLHE40
CLDN11,ARAP2
CLDN11,RAP2C
CLDN11,FRS2
CLDN11,CBX6
CLDN11,KHSRP
CLDN11,EXO5
CLDN11,GFPT2
CLDN11,DCAF8
CLDN11,FAM204A
CLDN11,ZWILCH
CLDN11,RPL3L
CLDN11,EXTL3
CLDN11,SEC14L4
CLDN11,GPRIN3
CLDN11,CYB5R3
CLDN11,GSN
CLDN11,STK17A
CLDN11,AGO3
CLDN11,TESPA1
CLDN11,VLDLR
CLDN11,KLK2
CLDN11,ASGR2
CLDN11,TRPM7
CLDN11,MSH5
CLDN11,HNRNPC
CLDN11,MYO1F
CLDN11,ZZZ3
CLDN11,ZFP14
CLDN11,ZBTB38
CLDN11,RFX3
CLDN11,ARL5B
CLDN11,UEVLD
CLDN11,BPNT1
CLDN11,YTHDF1
CLDN11,PTGFRN
CLDN11,TPM1
CLDN11,PHLDA2
CLDN11,IFT74
CLDN11,ASTN2
CLDN11,NAT14
CLDN11,PLEKHG4
CLDN11,GALP
CLDN11,COQ7
CLDN11,SAMD4A
CLDN11,NEUROD1
CLDN11,HIPK3
CLDN11,CDKN1A
CLDN11,SCD
CLDN11,GPRIN2
CLDN11,NUDT3
CLDN11,RPL13A
CLDN11,RPL41
CLDN11,RTCB
CLDN11,ZNF320
CLDN11,CACNA1A
CLDN11,ARHGAP31
CACHD1,EFNA1
CACHD1,BACH1
CACHD1,SERPINH1
CACHD1,IGF2BP3
CACHD1,ADAR
CACHD1,AAR2
CACHD1,MRPL17
CACHD1,RSL1D1
CACHD1,LYRM7
CACHD1,CXorf36
CACHD1,ALOX5AP
CACHD1,NPR1
CACHD1,DARS2
CACHD1,SLC35F6
CACHD1,VHLL
CACHD1,NRIP2
CACHD1,TRIM72
CACHD1,ABHD15
CACHD1,MRM3
CACHD1,C15orf40
CACHD1,FMC1
CACHD1,CASP10
CACHD1,NOM1
CACHD1,SPCS1
CACHD1,PNPLA3
CACHD1,ST13
CACHD1,SSBP2
CACHD1,PHAX
CACHD1,NPFFR1
CACHD1,GTF3C6
CACHD1,ZNF468
CACHD1,METTL8
CACHD1,COL9A2
CACHD1,NONO
CACHD1,SIX4
CACHD1,LDHD
CACHD1,MECP2
CACHD1,LPGAT1
CACHD1,LRRC58
CACHD1,RNF2
CACHD1,CRAMP1
CACHD1,RPLP0
CACHD1,P2RX3
CACHD1,UBE2N
CACHD1,LPCAT3
CACHD1,ZNF610
CACHD1,PACS2
CACHD1,ZNF44
CACHD1,TP53INP1
CACHD1,GATA6
CACHD1,PDE4C
CACHD1,AGTRAP
CACHD1,PIWIL1
CACHD1,LUC7L2
CACHD1,C7orf55-LUC7L2
CACHD1,POLQ
CACHD1,ARHGEF39
CACHD1,CTNNBL1
CACHD1,FBXL2
CACHD1,TRMT10B
CACHD1,SERPINC1
CACHD1,FBXL16
CACHD1,MAGEB4
CACHD1,IBA57
CACHD1,DNPEP
CACHD1,ZNF429
CACHD1,ZNF419
CACHD1,ZSCAN22
CACHD1,DTWD2
CACHD1,TVP23C
CACHD1,RNF24
CACHD1,ENPP1
CACHD1,FAM96A
CACHD1,ZSWIM7
CACHD1,RSRC1
CACHD1,C21orf58
CACHD1,ZNF552
CACHD1,ARSK
CACHD1,HNRNPA1L2
CACHD1,NQO2
CACHD1,LRTOMT
CACHD1,ALG10B
CACHD1,CHRNB1
CACHD1,WDR77
CACHD1,ZCCHC8
CACHD1,UBE2D3
CACHD1,PQLC2
CACHD1,OTUD3
CACHD1,NSD1
CACHD1,LPP
CACHD1,HNRNPA1
CACHD1,CTSS
CACHD1,CCDC36
CACHD1,ALG14
CACHD1,ALDH6A1
CACHD1,AEN
CACHD1,ORAI2
CACHD1,RRP7A
CACHD1,SPN
CACHD1,ZNF71
CACHD1,ERO1A
CACHD1,RANBP6
CACHD1,ZNF598
CACHD1,BACE2
CACHD1,VKORC1L1
CACHD1,RRM2
CACHD1,PEX11A
CACHD1,SMIM14
CACHD1,PDE1B
CACHD1,NLRC5
CACHD1,CAPN15
CACHD1,CENPO
CACHD1,RMND5A
CACHD1,SH3BGRL3
CACHD1,C21orf59
CACHD1,CD3EAP
CACHD1,DSC3
CACHD1,HIVEP3
CACHD1,IMP4
CACHD1,KIF18B
CACHD1,NAA10
CACHD1,NANOG
CACHD1,PLEKHG2
CACHD1,PROSER3
CACHD1,SMIM17
CACHD1,ZNF324B
CACHD1,ZNF878
CACHD1,CERS4
CACHD1,FAM71F2
CACHD1,LETMD1
CACHD1,MPI
CACHD1,OSTM1
CACHD1,STK4
LRP1B,PLEKHA1
LRP1B,ZDHHC18
LRP1B,NECAP1
LRP1B,SPATA13
LRP1B,ARIH1
LRP1B,VPS4A
LRP1B,SOWAHC
LRP1B,YWHAH
LRP1B,ACTR2
LRP1B,ACVR2B
LRP1B,MAP1B
LRP1B,TNPO1
LRP1B,USP42
LRP1B,PEG10
LRP1B,CAB39
LRP1B,TNRC6B
LRP1B,CREBRF
LRP1B,LCOR
LRP1B,LRIF1
LRP1B,CDADC1
LRP1B,FAM103A1
LRP1B,DCTN5
LRP1B,HIC2
LRP1B,SETD1B
LRP1B,MTMR3
LRP1B,RNF8
LRP1B,FGFRL1
LRP1B,SH3GLB1
LRP1B,CDK6
LRP1B,WEE1
LRP1B,ZNF736
LRP1B,NFATC2
LRP1B,ERP44
LRP1B,PRLR
LRP1B,SERAC1
LRP1B,UBE2Q1
LRP1B,TM9SF3
LRP1B,TM4SF1
LRP1B,PDP2
LRP1B,ICK
LRP1B,DYRK3
LRP1B,CELF1
LRP1B,AP1G1
LRP1B,ADO
LRP1B,ARHGEF28
LRP1B,TRMU
LRP1B,ID2
LRP1B,KCTD2
LRP1B,TRIM37
LRP1B,SREK1
LRP1B,IGSF3
LRP1B,CAND1
LRP1B,RCC1
LRP1B,YTHDC1
LRP1B,RIMS3
LRP1B,PPIG
LRP1B,KIF23
LRP1B,GPCPD1
LRP1B,FGF2
LRP1B,DHX33
LRP1B,DEK
LRP1B,CDK1
LRP1B,RHOQ
LRP1B,CTSB
LRP1B,TRIM35
LRP1B,SLC2A3
LRP1B,PPIL1
LRP1B,BAK1
LRP1B,ADCY7
LRP1B,PPP1R10
LRP1B,ATF3
LRP1B,PLXNA4
LRP1B,MBOAT2
LRP1B,EFNA5
LRP1B,B3GAT2
LRP1B,GNAT1
LRP1B,RAF1
LRP1B,ZNF202
LRP1B,SALL1
LRP1B,PURB
LRP1B,PNISR
LRP1B,NUCKS1
LRP1B,HCFC2
LRP1B,ASH1L
LRP1B,AMOT
LRP1B,RSL1D1
LRP1B,DMPK
LRP1B,DNAJC10
LRP1B,DUSP3
LRP1B,YRDC
LRP1B,SUN2
LRP1B,RACGAP1
LRP1B,TMEM254
LRP1B,YOD1
LRP1B,ZNF680
LRP1B,TGFBR3
LRP1B,IGF1R
LRP1B,GNG12
LRP1B,FZR1
LRP1B,PACS2
LRP1B,DSE
LRP1B,ERN1
LRP1B,C6
LRP1B,ARL4C
LRP1B,FEM1B
LRP1B,ESS2
LRP1B,MICA
LRP1B,PGM2L1
LRP1B,IRS1
LRP1B,EMC2
LRP1B,RLIM
LRP1B,C1QTNF6
LRP1B,SGTB
LRP1B,DSEL
LRP1B,COX7B
LRP1B,PLCXD2
LRP1B,POLR2J3
LRP1B,UPK3BL1
LRP1B,ZNF582
LRP1B,WRN
LRP1B,RFTN2
LRP1B,FHDC1
LRP1B,SLC38A7
LRP1B,PHF7
LRP1B,NUP43
LRP1B,WDR55
LRP1B,SCML2
LRP1B,MYH9
LRP1B,GTDC1
LRP1B,ZKSCAN3
LRP1B,SLC25A34
LRP1B,RS1
LRP1B,GLP2R
LRP1B,CREB3L2
LRP1B,ACVR1
LRP1B,KLHL30
LRP1B,TMPPE
LRP1B,RUNX1
LRP1B,MGAT5B
LRP1B,NR4A2
LRP1B,PPIP5K2
LRP1B,ZBTB39
LRP1B,MAML1
LRP1B,FMNL2
LRP1B,NUDT3
LRP1B,KLHL24
LRP1B,STK25
LRP1B,KIF6
LRP1B,CDKN1A
LRP1B,COL18A1
LRP1B,GPR61
LRP1B,LMNB2
LRP1B,MED16
LRP1B,ZNF623
LRP1B,GSTO1
LRP1B,IPP
LRP1B,ISPD
LRP1B,PLA2G4A
LRP1B,SLC24A4
LRP1B,CEBPG
LRP1B,SRSF3
LRP1B,NUFIP2
LRP1B,DNAJC8
LRP1B,CSRP2
LRP1B,GLDN
LRP1B,SKIL
LRP1B,SLIT1
LRP1B,AP4S1
LRP1B,GDE1
LRP1B,CLIP4
LRP1B,WDR82P1
LRP1B,MYLIP
LRP1B,DNAJC28
LRP1B,LMNB1
LRP1B,TTLL5
LRP1B,GPR137B
LRP1B,MOB3C
LRP1B,STRN
LRP1B,ING5
LRP1B,NFAM1
LRP1B,CCR5
LRP1B,DICER1
LRP1B,CYP24A1
LRP1B,FAM163A
LRP1B,PCDHA4
LRP1B,RPL35
LRP1B,HNRNPA1L2
LRP1B,SLC2A1
LRP1B,HNRNPA1
LRP1B,BRWD1
LRP1B,BAMBI
LRP1B,PAFAH2
LRP1B,KBTBD11
LRP1B,ASB11
LRP1B,CBLL1
LRP1B,TMEM151B
LRP1B,HDAC7
LRP1B,PAPOLG
LRP1B,TCF3
LRP1B,VASH1
LRP1B,CEP57
LRP1B,ERCC1
LRP1B,OPRK1
LRP1B,PSMB5
RGS19,STAMBP
RGS19,SOX4
RGS19,NF2
RGS19,MLLT11
RGS19,GJB1
RGS19,MTRF1L
RGS19,IDS
RGS19,UBQLN4
RGS19,TMEM91
RGS19,SYNGR2
RGS19,RPS6KA4
RGS19,PHB2
RGS19,MKNK2
RGS19,LMBR1L
RGS19,KCTD15
RGS19,BARHL1
RGS19,ANKRD42
RGS19,BANP
RGS19,SEMA3F
RGS19,FSCN1
RGS19,ANKRD13B
RGS19,MEF2D
RGS19,SLC5A6
RGS19,MAPK1
RGS19,GIGYF1
RGS19,ANKRD52
RGS19,MCM7
RGS19,POLR3G
RGS19,RAF1
RGS19,HBP1
RGS19,PLAGL2
RGS19,LIPG
RGS19,TOB2
RGS19,KANK4
RGS19,PTDSS2
RGS19,ALDOC
RGS19,CCDC121
RGS19,GOLGA3
RGS19,PKD1
RGS19,GRID1
RGS19,FSTL3
RGS19,AGAP1
RGS19,AP1B1
RGS19,APOBEC3C
RGS19,ASB16
RGS19,DLG5
RGS19,EHD2
RGS19,FAM129B
RGS19,FOXJ2
RGS19,HSD3B7
RGS19,INTS3
RGS19,KMT2A
RGS19,KMT2B
RGS19,LMNB2
RGS19,NCEH1
RGS19,NCOR2
RGS19,NECTIN1
RGS19,NFIC
RGS19,PKM
RGS19,PRRC2B
RGS19,PTPA
RGS19,RNF40
RGS19,SEC22C
RGS19,SF1
RGS19,SLC25A22
RGS19,SLC7A5
RGS19,SPRY4
RGS19,STIP1
RGS19,TMEM127
RGS19,TRAF7
RGS19,ZC3H7B
RGS19,MYBL2
RGS19,TMEM184B
RGS19,VHLL
RGS19,ARID5B
RGS19,DNAJB6
RGS19,ZNF562
RGS19,MRPL52
RGS19,LRPPRC
RGS19,PPY
RGS19,DCAF8
RGS19,NCOA5
RGS19,CTC1
RGS19,F2RL1
RGS19,ESPL1
RGS19,CENPA
RGS19,TET3
RGS19,KMT5A
RGS19,ARHGAP12
RGS19,PURA
RGS19,MAPK6
RGS19,PLEKHA8
RGS19,POLM
RGS19,MYO1H
RGS19,ITPKB
RGS19,ARHGEF39
RGS19,CISD2
RGS19,CNKSR3
RGS19,PNPLA3
RGS19,AKR7A2
RGS19,HES2
RGS19,SKAP2
RGS19,TIAL1
RGS19,TOR1AIP2
RGS19,RAD51
RGS19,CCR4
RGS19,PIK3C2A
RGS19,CLUAP1
RGS19,ADK
RGS19,GALNT2
RGS19,CD55
RGS19,TMEM181
RGS19,EIF4G3
RGS19,RBL1
RGS19,AAK1
RGS19,RTL10
RGS19,DEGS1
RGS19,ENSA
RGS19,ZNF34
RGS19,C15orf40
RGS19,PDLIM3
RGS19,TM4SF5
RGS19,EIF2A
RGS19,FXN
RGS19,FBLIM1
RGS19,HRH4
RGS19,PDE6A
RGS19,MAN2A2
RGS19,MCTS1
RGS19,MYLK3
RGS19,TXK
RGS19,C12orf49
RGS19,TRIOBP
RGS19,NSUN4
RGS19,FAM213A
RGS19,AGMAT
RGS19,CCDC125
RGS19,AJAP1
RGS19,RPL24
RGS19,STX3
RGS19,ZNF70
RGS19,OR1E1
ELOVL5,NCOA3
ELOVL5,CREBRF
ELOVL5,ZNF410
ELOVL5,CDC42SE2
ELOVL5,USP53
ELOVL5,HNRNPAB
ELOVL5,CALU
ELOVL5,ZNF324B
ELOVL5,MAPK13
ELOVL5,YWHAG
ELOVL5,VMP1
ELOVL5,KIAA0930
ELOVL5,GNPNAT1
ELOVL5,SEC14L3
ELOVL5,HEYL
ELOVL5,SSTR3
ELOVL5,RBL1
ELOVL5,EBI3
ELOVL5,KALRN
ELOVL5,USH1G
ELOVL5,SLC2A4RG
ELOVL5,PFN1
ELOVL5,FSIP2
ELOVL5,NHLRC4
ELOVL5,NEURL1
ELOVL5,PNMA5
ELOVL5,ZDHHC8
ELOVL5,SULT1B1
ELOVL5,AMDHD2
ELOVL5,WNT10A
ELOVL5,TAF1D
ELOVL5,MLEC
ELOVL5,KIF26B
ELOVL5,ARHGEF17
ELOVL5,DCUN1D1
ELOVL5,ZBTB16
ELOVL5,CPSF6
ELOVL5,PLEKHA2
ELOVL5,RORA
ELOVL5,C21orf62
ELOVL5,ZBTB8A
ELOVL5,LYVE1
ELOVL5,CCDC93
ELOVL5,ZNF652
ELOVL5,BCAS2
ELOVL5,BRIX1
ELOVL5,IGSF9B
ELOVL5,UBE2J1
ELOVL5,TRIM44
ELOVL5,MGAT5
ELOVL5,ATXN7L3
ELOVL5,DYRK1A
ELOVL5,POU2F3
ELOVL5,ATP6AP1
ELOVL5,CABP4
ELOVL5,KIAA0907
ELOVL5,PPP1R3D
ELOVL5,ZNF101
ELOVL5,HSBP1
ELOVL5,VWA2
ELOVL5,METTL21A
ELOVL5,UTP4
ELOVL5,NCKAP1L
ELOVL5,CAPN6
ELOVL5,ALDH4A1
ELOVL5,CBX6
ELOVL5,CD302
ELOVL5,CDKN1A
ELOVL5,CS
ELOVL5,GRK2
ELOVL5,GUK1
ELOVL5,HMGA1
ELOVL5,ICOSLG
ELOVL5,KIAA0100
ELOVL5,LY75-CD302
ELOVL5,LY75
ELOVL5,NCAPH
ELOVL5,PRSS8
ELOVL5,PYCR1
ELOVL5,TAP2
ELOVL5,TPM3
ELOVL5,UBALD2
ELOVL5,AGO2
ELOVL5,ESS2
ELOVL5,FAM193B
ELOVL5,FCAR
ELOVL5,ISY1
ELOVL5,LFNG
ELOVL5,MIEF2
ELOVL5,MXRA8
ELOVL5,NPC1L1
ELOVL5,NTMT1
ELOVL5,PDE2A
ELOVL5,PIK3CD
ELOVL5,PRRT2
ELOVL5,RBMS2
ELOVL5,VOPP1
ELOVL5,ZNF286B
ELOVL5,MMP17
TMEM164,SQSTM1
TMEM164,CALU
TMEM164,PLEKHF2
TMEM164,GNAS
TMEM164,FAM160B1
TMEM164,RAP1B
TMEM164,VAMP3
TMEM164,BZW1
TMEM164,DCK
TMEM164,UBXN2B
TMEM164,TGFBR2
TMEM164,SLC7A1
TMEM164,TVP23B
TMEM164,SPCS3
TMEM164,SLC16A1
TMEM164,HMGN2
TMEM164,PSAT1
TMEM164,CD274
TMEM164,MLLT11
TMEM164,OR2C3
TMEM164,ATXN7
TMEM164,RRP8
TMEM164,DENND4C
TMEM164,ZNF623
TMEM164,HAX1
TMEM164,IL17RA
TMEM164,PSMA7
TMEM164,RBM38
TMEM164,B4GALT7
TMEM164,UST
TMEM164,TSC22D3
TMEM164,TMEM170A
TMEM164,SYNCRIP
TMEM164,STC2
TMEM164,PURB
TMEM164,NGFR
TMEM164,NASP
TMEM164,JOSD1
TMEM164,FOXN2
TMEM164,EIF1AX
TMEM164,DCAF8
TMEM164,CTNND1
TMEM164,CALM3
TMEM164,AK2
TMEM164,ADM
TMEM164,SUCO
TMEM164,BCAN
TMEM164,TUBB2A
TMEM164,PLEC
TMEM164,KIAA0513
TMEM164,PIK3C3
TMEM164,LITAF
TMEM164,OVOL1
TMEM164,PGBD4
TMEM164,PDPK1
TMEM164,CBX6
TMEM164,CPEB3
TMEM164,STEAP3
TMEM164,ZNF354B
TMEM164,BRI3BP
TMEM164,UNKL
TMEM164,KMT5A
TMEM164,MAD2L1
TMEM164,GPR137C
TMEM164,COG5
TMEM164,CECR2
TMEM164,HIST1H2BD
TMEM164,PNISR
TMEM164,TVP23C
TMEM164,RCC2
TMEM164,CREBL2
TMEM164,ARF1
TMEM164,BCL2L12
TMEM164,SPTY2D1
TMEM164,RFX1
TMEM164,VPS53
TMEM164,RAB8A
TMEM164,PLD5
TMEM164,HNRNPA3
TMEM164,FAM241A
TMEM164,BUD23
TMEM164,MTHFR
TMEM164,HAPLN1
TMEM164,ABCC9
TMEM164,DYNLL2
TMEM164,SLC8A1
TMEM164,MYOCD
TMEM164,HLA-DRB1
TMEM164,ZNF705A
TMEM164,C8orf37
TMEM164,MAP3K2
TMEM164,AGPS
TMEM164,STRBP
TMEM164,LYRM7
TMEM164,MKI67
TMEM164,BCAR1
TMEM164,SSR2
TMEM164,MTF1
TMEM164,POU6F2
TMEM164,PRKX
TMEM164,SAMD15
TMEM164,LGMN
TMEM164,ATXN3
TMEM164,CBX8
TMEM164,COL1A1
TMEM164,EGR3
TMEM164,FBRS
TMEM164,FOXK1
TMEM164,HMGA2
TMEM164,NSUN4
TMEM164,STMP1
TMEM164,ZSWIM4
TMEM164,KPNA4
TMEM164,AAK1
TMEM164,ANO8
TMEM164,MAP3K13
COL7A1,SKI
COL7A1,SPRYD4
